HFB	PA  	ARTNO   	ARTNAME_UNICODE                                   	UNIT 	AVGSALES	SALESMETHOD	RANGECODE1	SRP	BASEONHAND	AVAILABLESTOCK	PRICE1	LENGTH_M	WIDTH_M	HEIGHT_M	VOLUME_M3	WEIGHT_G	LOCPRICE	SLID_H	EXPSALE	DELTYPE	WISHEDDELIVERYMARK	HOMEDELIVERYCODE	AVAILABLEINSTORE	MPQ 	PALQ	ASSQ	FLEX%	MSL	SL	APPLIED_SAFETYSTOCK	QTYGOODSDOM	FAMILYPRICE1	WORKAREA	LEADTIME	CCL         	SSD     	EDS     	AVERAGE_SALES_RECEIPT	FIRECLASS
01 	0111	00328309	S�DERHAMN fn chai Finnsta blanco                  	piece	-0,10   	2          	A         	7  	0,00      	0,00          	90    	0,56    	0,36   	0,06    	0.013800 	3296    	0       	      	0,0    	0      	                  	0               	No              	1   	56  	    	0    	   	5 	0,0                	0          	0           	        	1,60    	DISCONTINUED	20160401	20220401	1,5                  	NFR      
01 	0111	00328347	S�DERHAMN fa m�d 1 FINNSTA turquesa               	piece	0,10    	2          	A         	7  	0,00      	0,00          	79    	0,56    	0,36   	0,05    	0.011642 	2605    	0       	      	0,0    	0      	                  	0               	Yes             	1   	60  	    	0    	   	5 	0,0                	0          	0           	        	1,60    	DISCONTINUED	20160401	20220401	1,5                  	NFR      
01 	0111	00343263	R�TORP struc m�d3                                 	piece	-0,10   	2          	A         	7  	0,00      	0,00          	150   	2,16    	0,74   	0,30    	0.498779 	43000   	0       	      	0,0    	0      	                  	0               	No              	2   	2   	    	0    	   	5 	0,0                	0          	0           	        	0,70    	DISCONTINUED	20170401	20210701	1,5                  	NFR      
01 	0111	00348883	KIVIK fn chai Hillared azul oscuro                	piece	0,10    	2          	A         	7  	0,00      	0,00          	50    	0,56    	0,36   	0,06    	0.013696 	3000    	0       	      	0,0    	0      	                  	0               	Yes             	1   	56  	    	0    	   	5 	0,0                	0          	0           	        	1,60    	DISCONTINUED	20161201	20220401	1,5                  	NFR      
01 	0111	00348901	KIVIK fn chai Hillared antracita                  	piece	1,50    	2          	O         	1  	5,00      	5,00          	100   	0,56    	0,37   	0,06    	0.014109 	2950    	0       	412405	2,5    	0      	                  	1               	Yes             	1   	56  	6   	0    	1  	1 	4,9                	0          	60          	077     	1,60    	MAN         	20161201	20230401	1,5                  	NFR      
01 	0111	00350946	R�TORP struc m�d2                                 	piece	-0,10   	2          	A         	7  	0,00      	0,00          	150   	1,46    	0,74   	0,30    	0.341026 	30700   	0       	      	0,0    	0      	                  	0               	Yes             	2   	2   	    	0    	   	5 	0,0                	0          	0           	        	0,70    	DISCONTINUED	20170401	20210701	1,5                  	NFR      
01 	0111	00350970	M�NSTORP cojn int respld                          	piece	-0,10   	2          	A         	7  	0,00      	0,00          	12    	0,84    	0,63   	0,05    	0.031744 	1950    	0       	      	0,0    	0      	                  	0               	Yes             	18  	18  	    	0    	   	5 	0,0                	0          	0           	        	0,70    	DISCONTINUED	20170401	20210401	2,6                  	NFR      
01 	0111	00386097	DELAKTIG ms aux p/base 47x22 negro                	piece	-0,10   	2          	A         	7  	0,00      	0,00          	59    	0,46    	0,40   	0,16    	0.009843 	3400    	0       	      	0,0    	0      	                  	0               	Yes             	3   	96  	    	0    	   	5 	0,0                	0          	0           	        	1,60    	DISCONTINUED	20180201	20210701	2,0                  	NFR      
01 	0111	00397048	GR�NLID fa m�d esq Ljungen verde claro            	piece	0,10    	2          	O         	1  	5,00      	5,00          	105   	0,56    	0,36   	0,06    	0.013709 	2690    	0       	621815	0,1    	0      	                  	1               	Yes             	1   	56  	5   	0    	1  	4 	4,0                	0          	0           	058     	1,60    	OPT         	20180401	        	1,5                  	NFR      
01 	0111	00404015	LIDHULT m�dulo 1 GRANN/BOMSTAD marr�n oscuro      	piece	0,00    	2          	A         	7  	0,00      	0,00          	449   	0,78    	0,74   	0,30    	0.419241 	28650   	0       	      	0,0    	0      	                  	0               	No              	1   	1   	    	0    	   	5 	0,0                	0          	0           	        	0,70    	DISCONTINUED	20181001	20210701	0,0                  	NFR      
01 	0111	00405595	LIDHULT mesq GRANN/BOMSTAD marr�n oscuro          	piece	-0,10   	2          	A         	7  	0,00      	0,00          	601   	1,28    	0,86   	0,39    	1.307480 	47050   	0       	      	0,0    	0      	                  	0               	No              	1   	1   	    	0    	   	5 	0,0                	0          	0           	        	0,70    	DISCONTINUED	20181001	20210701	0,0                  	NFR      
01 	0111	00405883	LIDHULT m�d chaisel GRANN/BOMSTAD negro           	piece	0,00    	2          	A         	7  	0,00      	0,00          	850   	1,47    	0,94   	0,42    	0.852216 	59700   	0       	      	0,0    	0      	                  	0               	Yes             	2   	2   	    	0    	   	5 	0,0                	0          	0           	        	0,70    	DISCONTINUED	20181001	20210701	0,0                  	NFR      
01 	0111	00413406	LANDSKRONA str so3 GRANN/BOMSTAD marr�n dorado    	piece	0,40    	2          	O         	1  	5,00      	7,00          	1079  	2,09    	0,92   	0,52    	1.027307 	58000   	0       	950250	1,0    	1      	                  	1               	Yes             	2   	2   	4   	0    	1  	1 	4,0                	0          	0           	076     	0,70    	MAN         	20180801	        	1,2                  	NFR      
01 	0111	00418079	VALLENTUNA fa coj resp HILLARED azul claro        	piece	0,10    	2          	A         	7  	0,00      	0,00          	15    	0,36    	0,24   	0,02    	0.002720 	400     	0       	      	0,0    	0      	                  	0               	Yes             	9   	243 	    	0    	   	5 	0,0                	0          	0           	        	1,40    	DISCONTINUED	20181001	20210701	1,3                  	NFR      
01 	0111	00438360	VINLIDEN fa so2 HAKEBO gris oscuro                	piece	0,10    	2          	O         	1  	7,00      	7,00          	79    	0,75    	0,56   	0,10    	0.043561 	4475    	0       	881310	0,1    	0      	                  	1               	Yes             	1   	18  	2   	0    	1  	4 	2,0                	0          	0           	055     	1,60    	MAN         	20201001	        	1,0                  	NFR      
01 	0111	00443738	VINLIDEN fa so2 HAKEBO turquesa claro             	piece	0,10    	2          	O         	1  	4,00      	4,00          	79    	0,56    	0,36   	0,10    	0.023593 	4010    	0       	410305	0,1    	0      	                  	1               	Yes             	1   	32  	3   	0    	1  	4 	2,0                	0          	0           	077     	1,60    	MAN         	20210701	        	1,0                  	NFR      
01 	0111	00455378	VINLIDEN fa so2 HILLARED antracita                	piece	-0,10   	2          	O         	1  	15,00     	15,00         	129   	0,56    	0,36   	0,10    	0.022382 	4330    	0       	621900	0,1    	0      	                  	1               	Yes             	1   	36  	3   	0    	1  	4 	2,0                	0          	0           	058     	1,60    	MAN         	20201001	        	0,0                  	NFR      
01 	0111	00455383	VINLIDEN fa so3 HILLARED antracita                	piece	0,10    	2          	O         	1  	9,00      	9,00          	139   	0,56    	0,36   	0,11    	0.024909 	5030    	0       	620710	0,4    	0      	                  	1               	Yes             	1   	32  	3   	0    	1  	4 	2,0                	0          	0           	058     	1,60    	MAN         	20201001	        	1,0                  	NFR      
01 	0111	00461869	AGER�D fa so3 beige                               	piece	1,60    	2          	O         	1  	18,00     	18,00         	69,99 	0,50    	0,36   	0,14    	0.014100 	1630    	0       	410500	2,2    	0      	                  	1               	Yes             	8   	64  	11  	0    	1  	4 	4,0                	0          	0           	077     	1,60    	OPT         	20220701	        	1,4                  	NFR      
01 	0111	00471552	ESKILSTUNA so2 TALLMYRA blanco/negro              	piece	1,70    	2          	O         	1  	7,00      	7,00          	899   	1,60    	1,08   	0,58    	1.350579 	97000   	0       	560800	1,6    	1      	                  	1               	Yes             	2   	2   	2   	0    	1  	2 	3,8                	0          	0           	061     	1,40    	OPT         	20191001	20231001	1,4                  	HFR      
01 	0111	00472368	EKTORP fa so3 REMMARN gris claro                  	piece	1,30    	2          	O         	1  	10,00     	10,00         	119   	0,56    	0,36   	0,07    	0.016067 	3215    	0       	621005	2,1    	0      	                  	1               	Yes             	1   	24  	10  	0    	1  	2 	2,1                	0          	0           	058     	1,60    	MAN         	20200801	20231001	1,5                  	NFR      
01 	0111	00472962	BOLLSTAN�S so 3 +chaiselongue/SKIFTEBO gris oscuro	piece	12,90   	2          	O         	1  	59,00     	56,00         	399   	2,06    	0,84   	0,55    	1.010636 	65000   	0       	950800	14,0   	1      	                  	1               	Yes             	2   	2   	8   	0    	2  	2 	14,0               	0          	0           	076     	1,90    	OPT         	20191201	        	1,1                  	HFR      
01 	0111	00495789	VIMLE N fa m�d3 GUNNARED beige                    	piece	2,00    	2          	O         	1  	9,00      	9,00          	159   	0,56    	0,36   	0,09    	0.020116 	4175    	0       	620510	2,0    	0      	                  	1               	Yes             	1   	36  	11  	0    	1  	2 	3,9                	0          	0           	058     	1,60    	MAN         	20210401	        	1,0                  	NFR      
01 	0111	00495794	VIMLE N fa reposabr GUNNARED beige 1un            	piece	6,80    	2          	O         	1  	50,00     	50,00         	35    	0,36    	0,22   	0,03    	0.002743 	594     	0       	411310	6,8    	0      	                  	1               	Yes             	13  	156 	27  	0    	1  	2 	13,7               	0          	0           	077     	1,60    	MAN         	20210401	        	1,6                  	NFR      
01 	0111	00495812	VIMLE N fa chaisel GUNNARED beige                 	piece	1,90    	2          	O         	1  	11,00     	11,00         	150   	0,56    	0,36   	0,04    	0.010379 	2270    	0       	621415	2,5    	0      	                  	1               	Yes             	1   	72  	6   	0    	1  	4 	3,6                	0          	0           	058     	1,60    	MAN         	20210401	        	1,0                  	NFR      
