HFB	PA  	ARTNO   	ARTNAME_UNICODE                                   	UNIT 	AVGSALES	SALESMETHOD	RANGECODE1	SRP	BASEONHAND	AVAILABLESTOCK	PRICE1	LENGTH_M	WIDTH_M	HEIGHT_M	VOLUME_M3	WEIGHT_G	LOCPRICE	SLID_H	EXPSALE	DELTYPE	WISHEDDELIVERYMARK	HOMEDELIVERYCODE	AVAILABLEINSTORE	MPQ 	PALQ	ASSQ	FLEX%	MSL	SL	APPLIED_SAFETYSTOCK	QTYGOODSDOM	FAMILYPRICE1	WORKAREA	LEADTIME	CCL         	SSD     	EDS     	AVERAGE_SALES_RECEIPT	FIRECLASS
01 	0111	00328347	SÖDERHAMN fa mód 1 FINNSTA turquesa               	piece	0,10    	2          	A         	7  	0,00      	0,00          	79    	0,56    	0,36   	0,05    	0.011642 	2605    	0       	      	0,0    	0      	                  	0               	Yes             	1   	60  	    	0    	   	5 	0,0                	0          	0           	        	1,60    	DISCONTINUED	20160401	20220401	1,5                  	NFR      
01 	0111	00343263	RÅTORP struc mód3                                 	piece	-0,10   	2          	A         	7  	0,00      	0,00          	150   	2,16    	0,74   	0,30    	0.498779 	43000   	0       	      	0,0    	0      	                  	0               	No              	2   	2   	    	0    	   	5 	0,0                	0          	0           	        	0,70    	DISCONTINUED	20170401	20210701	1,5                  	NFR      
01 	0111	00348883	KIVIK fn chai Hillared azul oscuro                	piece	-0,20   	2          	A         	7  	0,00      	0,00          	50    	0,56    	0,36   	0,06    	0.013696 	3000    	0       	      	0,0    	0      	                  	0               	Yes             	1   	56  	    	0    	   	5 	0,0                	0          	0           	        	1,60    	DISCONTINUED	20161201	20220401	1,5                  	NFR      
01 	0111	00348901	KIVIK fn chai Hillared antracita                  	piece	1,20    	2          	O         	1  	11,00     	10,00         	100   	0,56    	0,37   	0,06    	0.014109 	2950    	0       	412405	2,9    	0      	                  	1               	Yes             	1   	56  	8   	0    	1  	1 	9,1                	0          	60          	077     	1,60    	MAN         	20161201	20230401	1,5                  	NFR      
01 	0111	00350946	RÅTORP struc mód2                                 	piece	-0,10   	2          	A         	7  	0,00      	0,00          	150   	1,46    	0,74   	0,30    	0.341026 	30700   	0       	      	0,0    	0      	                  	0               	Yes             	2   	2   	    	0    	   	5 	0,0                	0          	0           	        	0,70    	DISCONTINUED	20170401	20210701	1,5                  	NFR      
01 	0111	00350970	MÅNSTORP cojn int respld                          	piece	-0,10   	2          	A         	7  	0,00      	0,00          	12    	0,84    	0,63   	0,05    	0.031744 	1950    	0       	      	0,0    	0      	                  	0               	Yes             	18  	18  	    	0    	   	5 	0,0                	0          	0           	        	0,70    	DISCONTINUED	20170401	20210401	2,6                  	NFR      
01 	0111	00386097	DELAKTIG ms aux p/base 47x22 negro                	piece	-0,10   	2          	A         	7  	0,00      	0,00          	59    	0,46    	0,40   	0,16    	0.009843 	3400    	0       	      	0,0    	0      	                  	0               	Yes             	3   	96  	    	0    	   	5 	0,0                	0          	0           	        	1,60    	DISCONTINUED	20180201	20210701	2,0                  	NFR      
01 	0111	00397048	GRÖNLID fa mód esq Ljungen verde claro            	piece	0,10    	2          	O         	1  	5,00      	5,00          	105   	0,56    	0,36   	0,06    	0.013709 	2690    	0       	621815	0,1    	0      	                  	1               	Yes             	1   	56  	5   	0    	1  	4 	4,0                	0          	0           	058     	1,60    	OPT         	20180401	        	1,5                  	NFR      
01 	0111	00404015	LIDHULT módulo 1 GRANN/BOMSTAD marrón oscuro      	piece	0,00    	2          	A         	7  	0,00      	0,00          	449   	0,78    	0,74   	0,30    	0.419241 	28650   	0       	      	0,0    	0      	                  	0               	No              	1   	1   	    	0    	   	5 	0,0                	0          	0           	        	0,70    	DISCONTINUED	20181001	20210701	0,0                  	NFR      
01 	0111	00405595	LIDHULT mesq GRANN/BOMSTAD marrón oscuro          	piece	-0,10   	2          	A         	7  	0,00      	0,00          	601   	1,28    	0,86   	0,39    	1.307480 	47050   	0       	      	0,0    	0      	                  	0               	No              	1   	1   	    	0    	   	5 	0,0                	0          	0           	        	0,70    	DISCONTINUED	20181001	20210701	0,0                  	NFR      
01 	0111	00405883	LIDHULT mód chaisel GRANN/BOMSTAD negro           	piece	0,00    	2          	A         	7  	0,00      	0,00          	850   	1,47    	0,94   	0,42    	0.852216 	59700   	0       	      	0,0    	0      	                  	0               	Yes             	2   	2   	    	0    	   	5 	0,0                	0          	0           	        	0,70    	DISCONTINUED	20181001	20210701	0,0                  	NFR      
01 	0111	00413406	LANDSKRONA str so3 GRANN/BOMSTAD marrón dorado    	piece	0,60    	2          	O         	1  	6,00      	6,00          	1079  	2,09    	0,92   	0,52    	1.027307 	58000   	0       	950250	1,0    	1      	                  	1               	Yes             	2   	2   	4   	0    	1  	1 	4,0                	0          	0           	076     	0,60    	MAN         	20180801	        	1,2                  	NFR      
01 	0111	00418079	VALLENTUNA fa coj resp HILLARED azul claro        	piece	0,10    	2          	A         	7  	0,00      	0,00          	15    	0,36    	0,24   	0,02    	0.002720 	400     	0       	      	0,0    	0      	                  	0               	Yes             	9   	243 	    	0    	   	5 	0,0                	0          	0           	        	1,40    	DISCONTINUED	20181001	20210701	1,3                  	NFR      
01 	0111	00438360	VINLIDEN fa so2 HAKEBO gris oscuro                	piece	0,10    	2          	O         	1  	7,00      	7,00          	79    	0,75    	0,56   	0,10    	0.043561 	4475    	0       	881310	0,1    	0      	                  	1               	Yes             	1   	18  	3   	0    	1  	4 	2,0                	0          	0           	055     	1,60    	MAN         	20201001	        	1,0                  	NFR      
01 	0111	00443738	VINLIDEN fa so2 HAKEBO turquesa claro             	piece	0,10    	2          	O         	1  	4,00      	4,00          	79    	0,56    	0,36   	0,10    	0.023593 	4010    	0       	410305	0,1    	0      	                  	1               	Yes             	1   	32  	3   	0    	1  	4 	2,0                	0          	0           	077     	1,60    	MAN         	20210701	        	1,0                  	NFR      
01 	0111	00455378	VINLIDEN fa so2 HILLARED antracita                	piece	0,30    	2          	O         	1  	14,00     	14,00         	129   	0,56    	0,36   	0,10    	0.022382 	4330    	0       	621010	0,1    	0      	                  	1               	Yes             	1   	36  	3   	0    	1  	4 	2,0                	0          	0           	058     	1,60    	MAN         	20201001	        	0,0                  	NFR      
01 	0111	00455383	VINLIDEN fa so3 HILLARED antracita                	piece	0,10    	2          	O         	1  	9,00      	8,00          	139   	0,56    	0,36   	0,11    	0.024909 	5030    	0       	620710	0,5    	0      	                  	1               	Yes             	1   	32  	3   	0    	1  	4 	2,0                	0          	0           	058     	1,60    	MAN         	20201001	        	1,0                  	NFR      
01 	0111	00461869	AGERÖD fa so3 beige                               	piece	1,30    	2          	O         	1  	17,00     	17,00         	69,99 	0,50    	0,36   	0,14    	0.014100 	1630    	0       	410500	2,2    	0      	                  	1               	Yes             	8   	64  	11  	0    	1  	4 	4,4                	0          	0           	077     	1,60    	OPT         	20220701	        	1,5                  	NFR      
01 	0111	00471552	ESKILSTUNA so2 TALLMYRA blanco/negro              	piece	2,00    	2          	O         	1  	6,00      	6,00          	899   	1,60    	1,08   	0,58    	1.350579 	97000   	0       	560800	1,7    	1      	                  	1               	Yes             	2   	2   	2   	0    	1  	2 	3,9                	0          	0           	061     	1,40    	OPT         	20191001	20231001	1,4                  	HFR      
01 	0111	00472368	EKTORP fa so3 REMMARN gris claro                  	piece	1,10    	2          	O         	1  	5,00      	5,00          	119   	0,56    	0,36   	0,07    	0.016067 	3215    	0       	621005	2,1    	0      	                  	1               	Yes             	1   	24  	10  	0    	1  	2 	2,1                	0          	0           	058     	1,60    	MAN         	20200801	20231001	1,5                  	NFR      
01 	0111	00472962	BOLLSTANÄS so 3 +chaiselongue/SKIFTEBO gris oscuro	piece	10,50   	2          	O         	1  	48,00     	48,00         	399   	2,06    	0,84   	0,55    	1.010636 	65000   	0       	950800	7,5    	1      	                  	1               	Yes             	2   	2   	8   	0    	2  	2 	7,5                	0          	0           	076     	1,90    	OPT         	20191201	        	1,1                  	HFR      
01 	0111	00495789	VIMLE N fa mód3 GUNNARED beige                    	piece	1,40    	2          	O         	1  	7,00      	7,00          	159   	0,56    	0,36   	0,09    	0.020116 	4175    	0       	620510	1,9    	0      	                  	1               	Yes             	1   	36  	11  	0    	1  	2 	4,1                	0          	0           	058     	1,60    	MAN         	20210401	        	1,0                  	NFR      
01 	0111	00495794	VIMLE N fa reposabr GUNNARED beige 1un            	piece	4,10    	2          	O         	1  	39,00     	39,00         	35    	0,36    	0,22   	0,03    	0.002743 	594     	0       	411310	3,6    	0      	                  	1               	Yes             	13  	156 	27  	0    	1  	2 	8,8                	0          	0           	077     	1,60    	MAN         	20210401	        	1,5                  	NFR      
01 	0111	00495812	VIMLE N fa chaisel GUNNARED beige                 	piece	0,70    	2          	O         	1  	7,00      	7,00          	150   	0,56    	0,36   	0,04    	0.010379 	2270    	0       	621415	1,9    	0      	                  	1               	Yes             	1   	72  	7   	0    	1  	4 	2,7                	0          	0           	058     	1,60    	MAN         	20210401	        	1,0                  	NFR      
01 	0111	00496114	VIMLE fa reposabr HALLARP gris 1un                	piece	1,80    	2          	O         	1  	9,00      	9,00          	35    	0,36    	0,24   	0,03    	0.003460 	665     	0       	410115	2,6    	0      	                  	1               	Yes             	9   	216 	16  	0    	1  	4 	4,5                	0          	0           	077     	1,60    	MAN         	20210401	        	1,6                  	NFR      
01 	0111	00496152	VIMLE fa chaisel HALLARP gris                     	piece	0,10    	2          	O         	1  	17,00     	17,00         	100   	0,56    	0,36   	0,04    	0.010379 	2250    	0       	412005	2,0    	0      	                  	1               	Yes             	1   	72  	6   	0    	1  	4 	3,4                	0          	0           	077     	1,60    	MAN         	20210401	        	1,0                  	NFR      
01 	0111	00497199	BACKSÄLEN fa so3 BLEKINGE blanco                  	piece	0,60    	2          	O         	1  	5,00      	5,00          	129   	0,56    	0,36   	0,09    	0.020116 	5060    	0       	841510	0,2    	0      	                  	1               	No              	1   	36  	4   	0    	2  	4 	2,0                	0          	0           	054     	1,60    	MAN         	20220401	        	1,1                  	NFR      
01 	0111	00497203	BACKSÄLEN fa so3 +chaiselongue/BLEKINGE blanco    	piece	0,10    	2          	O         	1  	3,00      	3,00          	99    	0,56    	0,36   	0,10    	0.023593 	6560    	0       	411410	0,1    	0      	                  	1               	No              	1   	32  	3   	0    	1  	4 	2,0                	0          	0           	077     	1,60    	OPT         	20220401	        	0,0                  	NFR      
01 	0111	00497255	BACKSÄLEN fa so3 HALLARP gris                     	piece	0,10    	2          	O         	1  	6,00      	6,00          	179   	0,56    	0,36   	0,08    	0.016867 	4415    	0       	410300	0,1    	0      	                  	1               	Yes             	1   	44  	3   	0    	1  	4 	2,0                	0          	0           	077     	1,60    	MAN         	20220401	        	1,0                  	NFR      
01 	0111	00500045	VIMLE fa reposabr ancho/SAXEMARA azul claro 1un   	piece	0,10    	2          	O         	1  	5,00      	5,00          	25    	0,36    	0,24   	0,02    	0.003013 	523     	0       	410710	0,7    	0      	                  	1               	Yes             	9   	243 	13  	0    	1  	4 	2,0                	0          	0           	077     	1,60    	MAN         	20210701	        	1,7                  	NFR      
01 	0111	00500088	SMEDSTORP struc so3 LEJDE rojo/marrón             	piece	-0,10   	2          	O         	1  	3,00      	3,00          	959   	1,86    	0,81   	0,45    	0.756403 	58750   	0       	950250	0,2    	1      	                  	1               	Yes             	2   	2   	4   	0    	1  	4 	2,0                	0          	0           	076     	1,90    	OPT         	20210701	        	1,3                  	HFR      
01 	0111	00500413	GRÖNLID struc 1 asto                              	piece	0,70    	2          	O         	1  	10,00     	10,00         	120   	0,77    	0,72   	0,48    	0.302513 	21700   	0       	961830	0,9    	1      	                  	1               	Yes             	3   	3   	3   	0    	1  	4 	2,0                	0          	0           	076     	1,90    	MAN         	20210701	        	1,0                  	NFR      
01 	0111	00500804	GRÖNLID N fa reposabr LJUNGEN verde claro         	piece	3,50    	2          	O         	1  	14,00     	14,00         	20    	0,35    	0,21   	0,04    	0.003571 	738     	0       	410910	2,8    	0      	                  	1               	Yes             	9   	216 	14  	0    	1  	4 	4,8                	0          	0           	077     	1,60    	MAN         	20210701	        	1,7                  	NFR      
01 	0111	00519361	KIVIK N str so3                                   	piece	14,20   	2          	O         	1  	38,00     	29,00         	530   	1,83    	0,91   	0,48    	1.114410 	75700   	0       	802600	11,9   	1      	                  	1               	Yes             	2   	2   	3   	0    	1  	1 	17,0               	0          	0           	068     	1,90    	MAN         	20220401	        	1,0                  	HFR      
01 	0111	00519525	KIVIK N so 3 GRANN/BOMSTAD negro                  	piece	0,10    	2          	O         	1  	3,00      	3,00          	999   	1,85    	0,90   	0,58    	1.146000 	83600   	0       	950250	0,4    	1      	                  	1               	Yes             	2   	2   	4   	0    	1  	4 	2,0                	0          	0           	076     	0,60    	MAN         	20220401	        	0,0                  	NFR      
01 	0111	00521788	VISKAFORS so2 LEJDE antracita                     	piece	0,10    	2          	O         	1  	3,00      	3,00          	749   	1,98    	1,04   	0,66    	1.451267 	73050   	0       	950250	0,1    	1      	                  	1               	Yes             	2   	2   	4   	0    	1  	4 	2,0                	0          	0           	076     	1,90    	MAN         	20220701	        	1,0                  	NFR      
01 	0111	00525574	ESSEBODA so2 TALLMYRA azul                        	piece	0,10    	2          	O         	1  	3,00      	3,00          	679   	1,78    	0,88   	0,41    	1.166790 	60200   	0       	950150	0,1    	1      	                  	1               	Yes             	1   	1   	2   	0    	1  	4 	2,0                	0          	0           	060     	2,30    	MAN         	20221001	        	1,0                  	NFR      
01 	0111	00526899	KIVIK fn chai TIBBLEBY beis/gris                  	piece	3,70    	2          	O         	1  	21,00     	17,00         	50    	0,56    	0,36   	0,05    	0.011454 	2640    	0       	412505	3,0    	0      	                  	1               	Yes             	1   	68  	18  	0    	1  	1 	5,4                	0          	0           	077     	1,60    	MAN         	20220401	        	1,0                  	NFR      
01 	0111	00527506	KIVIK fn chai TRESUND antracita                   	piece	1,00    	2          	O         	1  	8,00      	8,00          	100   	0,56    	0,36   	0,08    	0.019495 	3710    	0       	412005	0,1    	0      	                  	1               	Yes             	1   	40  	4   	0    	1  	2 	2,0                	0          	0           	077     	1,60    	MAN         	20230101	        	1,0                  	NFR      
01 	0111	00528935	JÄTTEBO mód chaiselongue dcha con almacenaje      	piece	0,10    	2          	O         	1  	7,00      	7,00          	600   	1,43    	0,98   	0,45    	0.864409 	58020   	0       	950250	0,2    	1      	                  	1               	Yes             	2   	2   	4   	0    	1  	4 	2,0                	0          	0           	076     	2,60    	MAN         	20221001	        	0,0                  	NFR      
01 	0111	00528940	JÄTTEBO fa reposabr TONERUD gris                  	piece	0,00    	2          	O         	1  	7,00      	7,00          	20    	0,36    	0,24   	0,04    	0.004665 	884     	0       	410905	0,1    	0      	                  	1               	Yes             	9   	162 	11  	0    	1  	4 	2,0                	0          	0           	077     	1,60    	MAN         	20221001	        	0,0                  	NFR      
01 	0111	00529001	JÄTTEBO fa reposabr SAMSALA beige grisáceo        	piece	0,20    	2          	O         	1  	6,00      	6,00          	30    	0,36    	0,24   	0,06    	0.006759 	900     	0       	621210	0,4    	0      	                  	1               	Yes             	9   	108 	11  	0    	1  	4 	2,0                	0          	0           	058     	1,60    	MAN         	20221001	        	0,0                  	NFR      
01 	0111	00539608	JÄTTEBO funda cj reposcab SAMSALA beige grisáceo  	piece	0,00    	2          	O         	1  	12,00     	12,00         	35    	0,36    	0,28   	0,02    	0.001879 	286     	0       	412215	0,1    	0      	                  	1               	Yes             	12  	192 	14  	0    	1  	4 	2,0                	0          	0           	077     	1,60    	MAN         	20230101	        	0,0                  	NFR      
01 	0111	10072256	KLIPPAN struc so2 retor                           	piece	2,10    	2          	O         	1  	12,00     	10,00         	269   	1,81    	0,91   	0,34    	0.562347 	46000   	0       	340900	2,5    	1      	                  	1               	Yes             	4   	4   	10  	0    	2  	1 	4,0                	0          	0           	064     	1,40    	MAN         	20060401	        	1,5                  	NFR      
01 	0111	10118136	KARLSTAD str so 3 retor                           	piece	0,10    	2          	A         	7  	0,00      	0,00          	290   	1,82    	0,80   	0,50    	0.974610 	59900   	0       	      	0,0    	0      	                  	0               	No              	2   	2   	    	0    	   	5 	0,0                	0          	0           	        	0,70    	DISCONTINUED	20070401	20210701	1,5                  	HFR      
01 	0111	10185041	EKTORP NNN str so3 +chaiselongue                  	piece	2,80    	2          	O         	1  	8,00      	10,00         	520   	1,44    	0,89   	0,57    	1.490638 	94950   	0       	950150	2,6    	1      	                  	1               	Yes             	1   	1   	5   	0    	1  	1 	6,4                	0          	0           	060     	1,90    	MAN         	20100401	        	1,5                  	NFR      
01 	0111	10278653	KIVIK fn chai Orrsta gris claro                   	piece	0,40    	2          	A         	7  	0,00      	0,00          	50    	0,56    	0,36   	0,07    	0.015466 	3200    	30      	      	0,0    	0      	                  	0               	Yes             	1   	48  	    	0    	   	5 	0,0                	0          	0           	        	1,60    	DISCONTINUED	20140401	20220401	1,5                  	NFR      
01 	0111	10328323	SÖDERHAMN fa mód 1 FINNSTA blanco                 	piece	0,10    	2          	A         	7  	0,00      	0,00          	79    	0,56    	0,37   	0,05    	0.011317 	2678    	0       	      	0,0    	0      	                  	0               	Yes             	1   	64  	    	0    	   	5 	0,0                	0          	0           	        	1,60    	DISCONTINUED	20160401	20220401	1,6                  	NFR      
01 	0111	10348905	KIVIK fn mód esq Hillared antracita               	piece	0,10    	2          	O         	7  	2,00      	2,00          	150   	0,75    	0,36   	0,10    	0.028438 	5750    	0       	621110	0,6    	0      	                  	1               	Yes             	1   	27  	6   	0    	1  	4 	4,0                	0          	0           	058     	1,60    	OPT         	20161201	20230401	1,2                  	NFR      
01 	0111	10350187	LIDHULT str mód 1                                 	piece	0,10    	2          	A         	7  	0,00      	0,00          	150   	0,76    	0,74   	0,21    	0.359507 	25950   	0       	      	0,0    	0      	                  	0               	Yes             	1   	1   	    	0    	   	5 	0,0                	0          	0           	        	0,70    	DISCONTINUED	20181001	20210701	1,1                  	NFR      
01 	0111	10366956	ESSEBODA so 3 TALLMYRA gris                       	piece	0,10    	2          	O         	1  	6,00      	6,00          	779   	2,08    	0,88   	0,41    	1.429400 	65800   	0       	950150	0,4    	1      	                  	1               	Yes             	1   	1   	2   	0    	1  	2 	2,0                	0          	0           	060     	2,30    	MAN         	20221001	        	1,0                  	NFR      
01 	0111	10368762	JÄTTEBO mód 1+alm                                 	piece	0,10    	2          	O         	1  	7,00      	7,00          	319   	0,74    	0,72   	0,44    	0.421344 	35640   	0       	950250	0,3    	1      	                  	1               	Yes             	2   	2   	4   	0    	1  	4 	2,0                	0          	0           	076     	2,60    	MAN         	20221001	        	0,0                  	NFR      
01 	0111	10396190	GRÖNLID struc reposbrz                            	piece	-0,10   	2          	A         	7  	0,00      	0,00          	30    	0,95    	0,62   	0,18    	0.106244 	10100   	0       	      	0,0    	0      	                  	0               	Yes             	6   	6   	    	0    	   	5 	0,0                	0          	0           	        	0,70    	DISCONTINUED	20180401	20210701	2,2                  	NFR      
01 	0111	10404369	LIDHULT módulo 2 GRANN/BOMSTAD negro              	piece	0,10    	2          	A         	7  	0,00      	0,00          	699   	1,44    	0,78   	0,30    	0.853301 	53000   	0       	      	0,0    	0      	                  	0               	Yes             	1   	1   	    	0    	   	5 	0,0                	0          	0           	        	0,70    	DISCONTINUED	20181001	20210701	0,0                  	NFR      
01 	0111	10413552	LANDSKRONA str so2 GUNNARED verde claro           	piece	0,20    	2          	O         	1  	7,00      	7,00          	579   	1,72    	0,92   	0,51    	0.907738 	52710   	0       	950250	1,1    	1      	                  	1               	Yes             	2   	2   	4   	0    	1  	2 	4,0                	0          	0           	076     	1,90    	MAN         	20180801	        	1,5                  	NFR      
01 	0111	10469186	ANGERSBY so2 KNISA gris claro                     	piece	1,50    	2          	O         	1  	8,00      	8,00          	249   	0,87    	0,62   	0,47    	0.252167 	26150   	0       	881500	3,4    	1      	                  	1               	Yes             	3   	3   	6   	0    	1  	2 	3,4                	0          	0           	055     	0,60    	MAN         	20211001	        	1,3                  	NFR      
01 	0111	10470972	STOCKSUND fa so3 LJUNGEN gris                     	piece	0,10    	2          	A         	7  	0,00      	0,00          	249   	0,56    	0,38   	0,14    	0.032580 	5770    	160     	      	0,0    	0      	                  	0               	No              	1   	24  	    	0    	   	5 	0,0                	0          	0           	        	1,60    	DISCONTINUED	20200201	20230101	1,0                  	NFR      
01 	0111	10471504	SLATORP so 3 con chaiselongue izda/TALLMYRA bl/ne 	piece	0,10    	2          	O         	1  	4,00      	4,00          	1199  	1,65    	0,99   	0,62    	2.165604 	103600  	0       	950150	1,0    	1      	                  	1               	Yes             	1   	1   	2   	0    	1  	2 	3,3                	0          	0           	060     	1,40    	OPT         	20191001	        	1,2                  	HFR      
01 	0111	10472645	EKTORP fa so3 +chaiselongue/REMMARN gris claro    	piece	0,90    	2          	O         	1  	3,00      	3,00          	129   	0,56    	0,36   	0,10    	0.021066 	4035    	0       	622010	0,3    	0      	                  	1               	Yes             	1   	36  	3   	0    	1  	4 	2,0                	0          	0           	058     	1,60    	MAN         	20200801	20231001	1,0                  	NFR      
01 	0111	10488793	VIMLE struc mód3                                  	piece	4,30    	2          	O         	1  	43,00     	40,00         	450   	2,12    	0,77   	0,48    	0.873610 	53200   	0       	822300	3,7    	1      	                  	1               	Yes             	2   	2   	2   	0    	1  	1 	7,0                	0          	0           	068     	2,30    	MAN         	20210401	        	1,0                  	NFR      
01 	0111	10493799	PÄRUP fa so2 GUNNARED beige                       	piece	0,90    	2          	O         	1  	2,00      	2,00          	119   	0,56    	0,36   	0,09    	0.020116 	3665    	0       	411410	0,2    	0      	                  	1               	Yes             	1   	36  	4   	0    	1  	4 	2,0                	0          	0           	077     	1,60    	MAN         	20210701	        	1,0                  	NFR      
01 	0111	10493803	PÄRUP fa so2 GUNNARED gris oscuro                 	piece	0,10    	2          	O         	1  	30,00     	30,00         	119   	0,56    	0,36   	0,09    	0.020116 	3665    	0       	621600	0,3    	0      	                  	1               	Yes             	1   	36  	4   	0    	1  	1 	2,0                	0          	0           	058     	1,60    	MAN         	20210701	        	1,0                  	NFR      
01 	0111	10493817	PÄRUP fa so3 VISSLE verde oscuro                  	piece	0,10    	2          	O         	1  	3,00      	3,00          	99    	0,56    	0,36   	0,08    	0.017936 	3805    	0       	411700	0,2    	0      	                  	1               	Yes             	1   	44  	3   	0    	1  	4 	2,0                	0          	0           	077     	1,60    	MAN         	20210701	        	1,0                  	NFR      
01 	0111	10494044	KLIPPAN fa so2 VISSLE verde-amarillo              	piece	2,70    	2          	O         	1  	4,00      	4,00          	30    	0,36    	0,28   	0,07    	0.007927 	1905    	0       	411910	1,4    	0      	                  	1               	Yes             	6   	96  	9   	0    	1  	4 	2,0                	0          	0           	077     	1,60    	MAN         	20210401	        	1,5                  	NFR      
01 	0111	10495784	VIMLE N fa mód2 GUNNARED gris                     	piece	1,60    	2          	O         	1  	5,00      	3,00          	159   	0,56    	0,38   	0,07    	0.015740 	2830    	0       	621715	1,7    	0      	                  	1               	Yes             	1   	52  	8   	0    	1  	1 	6,1                	0          	0           	058     	1,60    	MAN         	20210401	        	1,1                  	NFR      
01 	0111	10495798	VIMLE N fa reposabr GUNNARED gris 1un             	piece	4,30    	2          	O         	1  	31,00     	29,00         	35    	0,40    	0,22   	0,04    	0.003525 	740     	0       	410410	3,1    	0      	                  	1               	Yes             	10  	240 	24  	0    	1  	1 	9,3                	0          	0           	077     	1,60    	MAN         	20210401	        	1,8                  	NFR      
01 	0111	10495802	VIMLE N fa mód esq GUNNARED beige                 	piece	0,20    	2          	O         	1  	5,00      	5,00          	140   	0,56    	0,36   	0,05    	0.011462 	2390    	0       	621815	0,5    	0      	                  	1               	Yes             	1   	64  	3   	0    	1  	4 	2,0                	0          	0           	058     	1,60    	OPT         	20210401	        	1,0                  	NFR      
